1;101;54
1;102;54
1;103;33
1;104;120
1;105;220
1;106;120
1;107;120
1;108;102
1;110;438
1;200;299
1;203;241
1;231;260
1;241;145
1;242;168
1;251;695
1;23;197
1;20;117
1;21;64
1;22;84
1;31;74
1;32;83
1;33;85
1;401;406
1;403;319
1;411;261
1;412;196
1;413;329
1;2030001;351
1;2030002;172
1;2030003;424
1;421;230
1;422;175
1;423;330
1;431;387
1;432;275
1;433;300
1;441;311
1;442;234
1;443;129
1;2080001;196
1;2080002;167
1;2080003;333
1;451;311
1;452;224
1;453;299
1;461;412
1;462;143
1;463;326
1;2090001;243
1;2090002;43
1;2090003;85
1;491;363
1;493;418
1;1240001;658
1;1240002;165
1;1240003;332
1;501;397
1;502;131
1;503;313
1;1050101;351
1;1050102;170
1;1050103;352
1;521;366
1;523;351
1;1210401;374
1;1210402;41
1;1210403;450
1;1220201;286
1;1220202;43
1;1220203;244
1;531;371
1;532;168
1;533;354
1;1300001;284
1;1300002;167
1;1300003;259
1;1100001;343
1;1100002;169
1;1100003;351
1;561;460
1;562;42
1;563;156
1;1080001;469
1;1080002;43
1;1080003;94
1;581;432
1;582;42
1;583;117
1;591;494
1;592;36
1;593;300
1;1140001;433
1;1140002;43
1;1140003;146
1;1110001;658
1;1110002;43
1;1110003;169
1;1440001;536
1;1440002;43
1;1440003;155
1;90000091;548
1;90000092;44
1;90000093;181
1;1170001;591
1;1170002;43
1;1170003;124
1;631;377
1;632;42
1;633;159
1;641;357
1;642;168
1;643;347
1;651;357
1;652;166
1;653;331
1;1250301;475
1;1250302;89
1;1250303;263
1;1220401;531
1;1220402;89
1;1220403;263
1;1350001;284
1;1350002;138
1;1350003;259
1;661;355
1;662;168
1;663;218
1;221;484
1;223;211
1;671;397
1;672;166
1;673;335
1;1370001;371
1;1370002;170
1;1370003;353
1;701;396
1;702;169
1;703;166
1;1390001;520
1;1390002;43
1;1390003;201
1;731;495
1;732;42
1;733;143
1;741;617
1;742;42
1;743;297
1;751;484
1;753;211
1;761;354
1;762;170
1;763;330
1;781;416
1;782;42
1;783;373
1;1340101;375
1;1340102;169
1;1340103;428
1;2040001;494
1;2040002;175
1;2040003;113
1;1420101;437
1;1420102;175
1;1420103;166
1;1440101;399
1;1440102;75
1;1440103;72
1;1340001;447
1;1340002;173
1;1340003;141
1;801;1542
1;803;1889
1;811;541
1;812;42
1;813;117
1;821;505
1;822;40
1;823;117
1;831;461
1;832;42
1;833;117
1;1020001;287
1;1020002;169
1;1020003;176
1;1030001;439
1;1030002;43
1;1030003;132
1;1210201;374
1;1210202;169
1;1210203;231
1;1040001;346
1;1040002;169
1;1040003;189
1;1030101;572
1;1030102;43
1;1030103;118
1;1260001;369
1;1260002;170
1;1260003;450
1;2060001;296
1;2060002;321
1;1270101;473
1;1270103;199
1;1410101;524
1;1410103;280
1;1420001;416
1;1420003;229
1;1480001;565
1;1480003;318
1;1270201;533
1;1270203;341
1;151;487
1;152;180
1;153;324
1;171;490
1;172;163
1;173;326
1;181;490
1;182;161
1;183;304
1;191;432
1;192;187
1;193;346
1;211;472
1;212;229
1;213;346
1;1091;315
1;1093;334
1;921;475
1;922;95
1;923;513
1;1001;429
1;1002;229
1;1061;358
1;1062;164
1;1063;314
1;1064;122
1;1181;1274
1;1183;863
1;951;490
1;952;42
1;953;145
1;2100001;552
1;2100003;560
1;971;423
1;973;209
1;991;442
1;993;379
1;1370101;423
1;1370102;225
1;1370103;214
1;1230001;389
1;1230002;180
1;1230003;324
1;1280001;361
1;1280002;169
1;1280003;198
1;1040201;372
1;1040202;167
1;1040203;329
1;1060001;404
1;1060002;54
1;1060003;340
1;1150001;561
1;1150002;127
1;1150101;387
1;1150102;167
1;1150103;359
1;9900001;303
1;9900002;44
1;9900003;147
1;1210101;375
1;1210102;169
1;1210103;351
1;1360401;375
1;1360402;167
1;1360403;354
1;1350101;373
1;1350102;167
1;1350103;328
1;1360201;354
1;1360202;168
1;1360203;351
1;1130001;501
1;1130002;43
1;1130003;180
1;1380001;378
1;1380002;169
1;1380003;171
1;2070001;301
1;2070002;238
1;2070003;322
1;2050002;238
1;2050003;322
1;2010001;318
1;2010002;238
1;2010003;302
1;1400001;677
1;1400002;41
1;1400003;142
1;1310001;690
1;1310002;43
1;1310003;142
1;1460401;678
1;1460402;43
1;1460403;142
1;1000001;301
1;1000002;238
1;1000003;322
1;1290001;501
1;1290002;54
1;1290003;388
2;3;187
2;4;146
2;24;137
2;33;164
2;31;266
2;32;247
2;29;140
85;3;79
85;4;76
85;33;66
85;38;6
122;1;16
122;2;16
122;3;16
122;4;17
122;5;17
122;6;17
122;7;17
122;8;17
3;1;64
3;-100;37
3;-101;25
3;-104;28
3;-108;43
3;-200;25
3;-1414;75
3;-1464;31
3;-1465;40
3;-1466;34
3;-1481;67
3;-1482;62
3;-1505;47
3;-1565;46
3;-2100;34
3;-2103;25
3;-11000;27
3;-106;47
3;-107;31
3;-109;28
3;-110;31
3;-111;73
3;-112;70
3;-113;46
3;-114;28
3;-1010;31
3;-1201;28
3;-1485;34
3;-1554;34
3;101;55
3;102;49
3;103;34
3;104;34
3;0;38
3;-1;34
3;-2;37
3;-3;52
3;-4;37
3;-5;34
3;-6;37
3;-7;34
3;-8;52
3;-201;49
3;-202;28
3;-210;34
3;-211;41
3;-300;28
3;-301;34
3;-302;28
3;-303;30
3;-304;39
3;-305;34
3;-306;34
3;-307;34
3;-308;37
3;-309;28
3;-310;31
3;-311;31
3;-312;40
3;-313;34
3;-314;40
3;-315;28
3;-316;28
3;-400;29
3;-401;44
3;-402;32
3;-500;31
3;-501;37
3;-502;49
3;-503;31
3;-504;34
3;-505;28
3;-600;34
3;-601;34
3;-700;28
3;-701;31
3;-702;25
3;-800;34
3;-801;34
3;-802;34
3;-803;37
3;-1000;34
3;-1001;43
3;-1002;40
3;-1003;36
3;-1004;37
3;-1011;34
3;-1012;34
3;-1013;28
3;-1014;31
3;-1100;25
3;-1101;28
3;-1110;31
3;-1120;30
3;-1121;30
3;-1122;30
3;-1200;37
3;-1202;43
3;-1203;34
3;-1254;46
3;-1250;28
3;-1251;34
3;-1252;31
3;-1253;37
3;-1255;25
3;-1256;28
3;-1257;31
3;-1261;34
3;-1262;46
3;-1280;34
3;-1281;37
3;-1282;34
3;-1283;44
3;-1290;37
3;-1291;43
3;-1400;43
3;-1402;43
3;-1403;40
3;-1404;61
3;-1405;40
3;-1406;28
3;-1407;31
3;-1408;52
3;-1409;46
3;-1419;34
3;-1424;34
3;-1418;36
3;-1410;31
3;-1411;34
3;-1412;31
3;-1415;40
3;-1416;25
3;-1417;76
3;-1420;40
3;-1421;43
3;-1422;46
3;-1423;37
3;-1430;46
3;-1431;49
3;-1432;58
3;-1433;52
3;-1440;28
3;-1441;28
3;-1442;28
3;-1443;31
3;-1444;34
3;-1445;34
3;-1446;28
3;-1447;34
3;-1448;34
3;-1449;31
3;-1450;30
3;-1451;33
3;-1452;36
3;-1453;42
3;-1454;36
3;-1455;39
3;-1456;33
3;-1457;39
3;-1458;36
3;-1459;33
3;-1460;45
3;-1461;37
3;-1462;46
3;-1463;43
3;-1467;49
3;-1468;46
3;-1469;43
3;-1470;43
3;-1471;40
3;-1472;37
3;-1473;34
3;-1474;40
3;-1475;31
3;-1476;31
3;-1477;34
3;-1478;61
3;-1479;70
3;-1480;34
3;-1483;31
3;-1484;31
3;-1490;40
3;-1491;25
3;-1492;28
3;-1493;28
3;-1494;34
3;-1495;34
3;-1499;49
3;-1502;37
3;-1501;34
3;-1508;34
3;-1509;71
3;-1510;37
3;-1511;37
